node,name,date,species,order,family,genus,rank,lon,lat
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-5.652928,56.4533
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-2.872546,55.515643
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.745841,57.375449
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.110014,54.961295
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.422091,54.955476
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.757238,57.572819
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.793831,54.876494
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-5.652928,56.4533
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.379094,56.409557
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.680709,57.394827
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-3.679402,55.866697
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-2.586991,57.583679
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,145.333328,-42.150002
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,109.74159,19.200505
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,-103.951385,46.389721
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,-103.951385,46.389721
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,-103.874443,46.346943
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,-103.951385,46.389721
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,-103.864441,46.321945
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,-103.764442,46.018612
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,-103.864441,46.321945
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,-103.875832,46.292778
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,-103.764442,46.018612
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.809973,55.235759
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.652652,55.044766
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-2.872546,55.515643
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.588139,56.564299
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-3.797833,54.966313
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.41456,54.96012
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.548394,56.587263
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.146229,55.94021
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.400028,54.978386
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.206581,56.158093
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.173511,56.128573
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.323431,55.946095
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.613142,57.575932
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.592409,57.558432
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.384499,56.933505
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-3.146229,55.94021
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.592409,57.558432
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.592409,57.558432
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.548394,56.587263
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.548394,56.587263
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-3.967128,55.233326
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.652282,55.035784
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-2.586991,57.583679
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.21499,56.150304
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.104325,55.00184
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.158793,55.851585
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-2.712576,55.426821
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.02159,55.155044
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.561764,56.575865
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-3.75107,55.861205
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.592409,57.558432
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-2.712576,55.426821
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.613302,57.575839
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-3.421623,58.398315
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.592409,57.558432
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.546765,55.074281
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-3.02159,55.155044
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,10.782029,59.868754
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,10.485941,63.392056
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,9.496015,59.298535
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,-86.619143,14.819222
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,103.32,-2.23
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,103.32,-2.23
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,-101.316666,25.516666
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,-82.74555,9.0842
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,144.21666,-37.583332
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,144.21666,-37.583332
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,144.21666,-37.583332
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,144.21666,-37.583332
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,144.21666,-37.583332
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,144.21666,-37.583332
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,0.083333,50.783333
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,-112.163612,45.195278
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,35.799999,0.8833
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,135.766663,35.083332
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,2.036667,43.332222
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,35.799999,0.8833
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,109.74159,19.200505
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,135.350006,34.450001
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,-58.485001,-62.166111
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,35.334702,-2.989
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,-58.485001,-62.166111
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,145.699997,-17.366667
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,145.699997,-17.366667
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,35.334702,-2.989
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,145.699997,-17.366667
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-2.586991,57.583679
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.783931,55.666879
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.280943,57.923853
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-2.722454,55.965887
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.202943,55.962133
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.645383,55.058346
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-3.202943,55.962133
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-2.712576,55.426821
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-5.652928,56.4533
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-2.872546,55.515643
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.745841,57.375449
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.110014,54.961295
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.422091,54.955476
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.757238,57.572819
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.793831,54.876494
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-5.652928,56.4533
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.379094,56.409557
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.680709,57.394827
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-3.679402,55.866697
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-2.586991,57.583679
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,145.333328,-42.150002
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,109.74159,19.200505
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,-103.951385,46.389721
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,-103.951385,46.389721
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,-103.874443,46.346943
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,-103.951385,46.389721
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,-103.864441,46.321945
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,-103.764442,46.018612
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,-103.864441,46.321945
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,-103.875832,46.292778
Rhamnaceae,Rhamnaceae,72.1,Rhamnaceae,Rosales,Rhamnaceae,,FAMILY,-103.764442,46.018612
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.809973,55.235759
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.652652,55.044766
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-2.872546,55.515643
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.588139,56.564299
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-3.797833,54.966313
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.41456,54.96012
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.548394,56.587263
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.146229,55.94021
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.400028,54.978386
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.206581,56.158093
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.173511,56.128573
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.323431,55.946095
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.613142,57.575932
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.592409,57.558432
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.384499,56.933505
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-3.146229,55.94021
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.592409,57.558432
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.592409,57.558432
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.548394,56.587263
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.548394,56.587263
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-3.967128,55.233326
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.652282,55.035784
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-2.586991,57.583679
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.21499,56.150304
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.104325,55.00184
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.158793,55.851585
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-2.712576,55.426821
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.02159,55.155044
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-3.561764,56.575865
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-3.75107,55.861205
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.592409,57.558432
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-2.712576,55.426821
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.613302,57.575839
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-3.421623,58.398315
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.592409,57.558432
Rhamnaceae,Rhamnaceae,72.1,Frangula alnus Mill.,Rosales,Rhamnaceae,Frangula,SPECIES,-4.546765,55.074281
Rhamnaceae,Rhamnaceae,72.1,Rhamnus cathartica L.,Rosales,Rhamnaceae,Rhamnus,SPECIES,-3.02159,55.155044
Taxaceae,Taxaceae,201.3,Taxaceae,Pinales,Taxaceae,,FAMILY,145.328888,-42.164722
Taxaceae,Taxaceae,201.3,Taxaceae,Pinales,Taxaceae,,FAMILY,0.833333,51.400002
Taxaceae,Taxaceae,201.3,Taxaceae,Pinales,Taxaceae,,FAMILY,5.739175,51.748352
Taxaceae,Taxaceae,201.3,Taxaceae,Pinales,Taxaceae,,FAMILY,22.89966,59.813998
Taxaceae,Taxaceae,201.3,Taxus L.,Pinales,Taxaceae,Taxus,GENUS,151.029858,-33.747245
Taxaceae,Taxaceae,201.3,Taxus baccata L.,Pinales,Taxaceae,Taxus,SPECIES,10.661722,59.540463
Taxaceae,Taxaceae,201.3,Taxus L.,Pinales,Taxaceae,Taxus,GENUS,-2.763135,53.949019
Taxaceae,Taxaceae,201.3,Taxus L.,Pinales,Taxaceae,Taxus,GENUS,-86.80236,36.1459
Taxaceae,Taxaceae,201.3,Taxaceae,Pinales,Taxaceae,,FAMILY,13.05111,55.48372
Taxaceae,Taxaceae,201.3,Taxus baccata L.,Pinales,Taxaceae,Taxus,SPECIES,-0.271231,51.548322
Taxaceae,Taxaceae,201.3,Taxus baccata L.,Pinales,Taxaceae,Taxus,SPECIES,-0.271231,51.548322
Taxaceae,Taxaceae,201.3,Taxus baccata L.,Pinales,Taxaceae,Taxus,SPECIES,-0.271231,51.548322
Taxaceae,Taxaceae,201.3,Taxus baccata L.,Pinales,Taxaceae,Taxus,SPECIES,-0.271231,51.548322
Taxaceae,Taxaceae,201.3,Taxaceae,Pinales,Taxaceae,,FAMILY,13.01352,55.47837
Taxaceae,Taxaceae,201.3,Taxus brevifolia Nutt.,Pinales,Taxaceae,Taxus,SPECIES,-120.902,47.60865
Taxaceae,Taxaceae,201.3,Taxus baccata L.,Pinales,Taxaceae,Taxus,SPECIES,-16.239925,31.562553
Taxaceae,Taxaceae,201.3,Taxus baccata L.,Pinales,Taxaceae,Taxus,SPECIES,35.179672,39.060596
Taxaceae,Taxaceae,201.3,Taxaceae,Pinales,Taxaceae,,FAMILY,-2.709464,53.467629
Taxaceae,Taxaceae,201.3,Taxaceae,Pinales,Taxaceae,,FAMILY,110.11,24.15
Taxaceae,Taxaceae,201.3,Taxaceae,Pinales,Taxaceae,,FAMILY,16.54098,59.6234
Taxaceae,Taxaceae,201.3,Taxaceae,Pinales,Taxaceae,,FAMILY,-112.904167,51.660833
Taxaceae,Taxaceae,201.3,Taxus baccata L.,Pinales,Taxaceae,Taxus,SPECIES,-16.239925,31.562553
Taxaceae,Taxaceae,201.3,Taxus wallichiana Zucc.,Pinales,Taxaceae,Taxus,SPECIES,87.9167,27.1
Taxaceae,Taxaceae,201.3,Taxus wallichiana Zucc.,Pinales,Taxaceae,Taxus,SPECIES,79.987,30.172
Taxaceae,Taxaceae,201.3,Taxus baccata L.,Pinales,Taxaceae,Taxus,SPECIES,-16.239925,31.562553
Taxaceae,Taxaceae,201.3,Taxus baccata L.,Pinales,Taxaceae,Taxus,SPECIES,-16.239925,31.562553
Taxaceae,Taxaceae,201.3,Taxus contorta Griff.,Pinales,Taxaceae,Taxus,SPECIES,71.86,35.271
Taxaceae,Taxaceae,201.3,Taxaceae,Pinales,Taxaceae,,FAMILY,-112.904167,51.660833
Taxaceae,Taxaceae,201.3,Taxaceae,Pinales,Taxaceae,,FAMILY,-101.506333,46.922
Taxaceae,Taxaceae,201.3,Taxaceae,Pinales,Taxaceae,,FAMILY,-101.506333,46.922
Taxaceae,Taxaceae,201.3,Taxus contorta var. mucronata Spjut,Pinales,Taxaceae,Taxus,VARIETY,81.0,29.7
Taxaceae,Taxaceae,201.3,Taxus wallichiana Zucc.,Pinales,Taxaceae,Taxus,SPECIES,88.024,27.053
Taxaceae,Taxaceae,201.3,Taxus contorta Griff.,Pinales,Taxaceae,Taxus,SPECIES,84.21544,28.564446
Taxaceae,Taxaceae,201.3,Taxus contorta Griff.,Pinales,Taxaceae,Taxus,SPECIES,85.007,28.4766
Taxaceae,Taxaceae,201.3,Taxus kingstonii Spjut,Pinales,Taxaceae,Taxus,SPECIES,89.762,27.666
Taxaceae,Taxaceae,201.3,Taxus wallichiana Zucc.,Pinales,Taxaceae,Taxus,SPECIES,86.725,27.7
Taxaceae,Taxaceae,201.3,Taxus baccata L.,Pinales,Taxaceae,Taxus,SPECIES,-3.265523,37.174847
Taxaceae,Taxaceae,201.3,Taxus baccata L.,Pinales,Taxaceae,Taxus,SPECIES,-5.565014,36.559203
Taxaceae,Taxaceae,201.3,Taxus baccata L.,Pinales,Taxaceae,Taxus,SPECIES,-2.550375,38.352919
Taxaceae,Taxaceae,201.3,Taxaceae,Pinales,Taxaceae,,FAMILY,145.328888,-42.164722
Taxaceae,Taxaceae,201.3,Taxaceae,Pinales,Taxaceae,,FAMILY,0.833333,51.400002
Taxaceae,Taxaceae,201.3,Taxaceae,Pinales,Taxaceae,,FAMILY,5.739175,51.748352
Taxaceae,Taxaceae,201.3,Taxaceae,Pinales,Taxaceae,,FAMILY,22.89966,59.813998
Taxaceae,Taxaceae,201.3,Taxus L.,Pinales,Taxaceae,Taxus,GENUS,151.029858,-33.747245
Taxaceae,Taxaceae,201.3,Taxus baccata L.,Pinales,Taxaceae,Taxus,SPECIES,10.661722,59.540463
Taxaceae,Taxaceae,201.3,Taxus L.,Pinales,Taxaceae,Taxus,GENUS,-2.763135,53.949019
Taxaceae,Taxaceae,201.3,Taxus L.,Pinales,Taxaceae,Taxus,GENUS,-86.80236,36.1459
Taxaceae,Taxaceae,201.3,Taxaceae,Pinales,Taxaceae,,FAMILY,13.05111,55.48372
Taxaceae,Taxaceae,201.3,Taxus baccata L.,Pinales,Taxaceae,Taxus,SPECIES,-0.271231,51.548322
Taxaceae,Taxaceae,201.3,Taxus baccata L.,Pinales,Taxaceae,Taxus,SPECIES,-0.271231,51.548322
Taxaceae,Taxaceae,201.3,Taxus baccata L.,Pinales,Taxaceae,Taxus,SPECIES,-0.271231,51.548322
Taxaceae,Taxaceae,201.3,Taxus baccata L.,Pinales,Taxaceae,Taxus,SPECIES,-0.271231,51.548322
Taxaceae,Taxaceae,201.3,Taxaceae,Pinales,Taxaceae,,FAMILY,13.01352,55.47837
Taxaceae,Taxaceae,201.3,Taxus brevifolia Nutt.,Pinales,Taxaceae,Taxus,SPECIES,-120.902,47.60865
