,node,name,date,species,order,family,genus,rank,lon,lat
425,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea dasycarpa (Benth.) Hemsl,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,120.712388,23.500144
426,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea dasycarpa (Benth.) Hemsl,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,121.700312,24.424337
427,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea dasycarpa (Benth.) Hemsl,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,121.83263,24.479704
428,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea dasycarpa (Benth.) Hemsl,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,121.740018,24.534808
429,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea dasycarpa (Benth.) Hemsl,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,121.740986,24.535254
430,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea dasycarpa (Benth.) Hemsl,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,121.078929,24.57593
431,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea dasycarpa (Benth.) Hemsl,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,120.977388,24.578269
432,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea dasycarpa (Benth.) Hemsl,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,121.470662,24.650804
433,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea dasycarpa (Benth.) Hemsl,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,121.470599,24.650883
434,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea dasycarpa (Benth.) Hemsl,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,121.281882,24.738429
435,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea dasycarpa (Benth.) Hemsl,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,121.660174,24.753005
436,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea dasycarpa (Benth.) Hemsl,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,121.594633,24.756418
437,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea dasycarpa (Benth.) Hemsl,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,121.582176,24.76197
438,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea dasycarpa (Benth.) Hemsl,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,121.527078,24.827425
439,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea dasycarpa (Benth.) Hemsl,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,121.408667,24.829403
440,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea dasycarpa (Benth.) Hemsl,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,121.40855,24.829441
441,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea dasycarpa (Benth.) Hemsl,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,121.73393,24.849913
442,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea dasycarpa (Benth.) Hemsl,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,121.553582,25.015947
443,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea dasycarpa (Benth.) Hemsl,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,121.55358,25.016125
444,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea sinensis (Hance) Hemsl,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,110.583333,25.095833
445,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea dasycarpa (Benth.) Hemsl,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,121.592827,25.131168
446,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea dasycarpa (Benth.) Hemsl,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,121.593098,25.132047
447,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea dasycarpa (Benth.) Hemsl,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,121.593333,25.132222
448,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea dasycarpa (Benth.) Hemsl,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,121.594028,25.132364
449,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea dasycarpa (Benth.) Hemsl,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,121.594066,25.132366
450,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea dasycarpa (Benth.) Hemsl,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,121.594057,25.132423
451,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea dasycarpa (Benth.) Hemsl,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,121.556001,25.239688
452,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea tomentosa (Benth.) Rehder & E.H.Wilson,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,83.882611,28.484125
453,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea ungeri Manchester & Kvacek,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,-107.884,-51.25
454,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea ungeri Manchester & Kvacek,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,-107.728692,-51.25
455,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea ungeri Manchester & Kvacek,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,-109.245333,-51.555
456,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea ungeri Manchester & Kvacek,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,-109.200917,-42.666668
457,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea ungeri Manchester & Kvacek,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,-107.078608,-64.283607
458,Elaeocarpaceae,Sloanea ungeri,-61.6,Sloanea ungeri Manchester & Kvacek,Oxalidales,Elaeocarpaceae,Sloanea,SPECIES,-107.076639,-50.381943
459,Thuja,Thuja,-59.2,Thuja plicata Donn ex D.Don,Pinales,Cupressaceae,Thuja,SPECIES,176.6,-37.9575
460,Thuja,Thuja,-59.2,Thuja L,Pinales,Cupressaceae,Thuja,GENUS,149.12749,-36.24615
461,Thuja,Thuja,-59.2,Thuja plicata Donn ex D.Don,Pinales,Cupressaceae,Thuja,SPECIES,138.69603,-35.02372
462,Thuja,Thuja,-59.2,Thuja L,Pinales,Cupressaceae,Thuja,GENUS,150.3028,-34.653677
463,Thuja,Thuja,-59.2,Thuja L,Pinales,Cupressaceae,Thuja,GENUS,150.523911,-34.0617
464,Thuja,Thuja,-59.2,Thuja plicata Donn ex D.Don,Pinales,Cupressaceae,Thuja,SPECIES,151.092244,-34.054367
465,Thuja,Thuja,-59.2,Thuja plicata Donn ex D.Don,Pinales,Cupressaceae,Thuja,SPECIES,151.119111,-34.034249
466,Thuja,Thuja,-59.2,Thuja L,Pinales,Cupressaceae,Thuja,GENUS,151.11347,-33.993649
467,Thuja,Thuja,-59.2,Thuja L,Pinales,Cupressaceae,Thuja,GENUS,151.09093,-33.809652
468,Thuja,Thuja,-59.2,Thuja L,Pinales,Cupressaceae,Thuja,GENUS,151.031243,-33.748728
469,Thuja,Thuja,-59.2,Thuja plicata Donn ex D.Don,Pinales,Cupressaceae,Thuja,SPECIES,150.956724,-33.731106
470,Thuja,Thuja,-59.2,Thuja L,Pinales,Cupressaceae,Thuja,GENUS,150.92292,-33.674123
471,Thuja,Thuja,-59.2,Thuja plicata Donn ex D.Don,Pinales,Cupressaceae,Thuja,SPECIES,150.80629,-33.55305
472,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,2.45424,42.40355
473,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,2.4534,42.49343
474,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,0.62109,42.73813
475,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,1.3528,42.75188
476,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,5.39747,43.18757
477,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,-0.50817,43.2472
478,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,2.81466,43.48393
479,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,3.18563,43.5739
480,Thuja,Thuja,-59.2,Thuja L,Pinales,Cupressaceae,Thuja,GENUS,7.03119,43.67934
481,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,5.172,43.73235
482,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,6.29829,43.88417
483,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,6.29824,43.88419
484,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,6.184,44.06771
485,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,6.18395,44.06773
486,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,4.31788,44.37615
487,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,-0.71204,44.50165
488,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,4.072,44.64891
489,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,3.44214,44.74325
490,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,3.56938,44.8327
491,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,4.33271,45.00626
492,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,5.35901,45.25947
493,Thuja,Thuja,-59.2,Thuja plicata Donn ex D.Don,Pinales,Cupressaceae,Thuja,SPECIES,5.31273,45.2745
494,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,3.44715,45.37351
495,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,3.31991,45.46399
496,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,0.88221,45.62462
497,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,3.83445,45.64145
498,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,3.57771,45.64306
499,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,3.45006,45.73369
500,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,3.0643,45.73457
501,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,1.26148,45.81126
502,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,2.16283,45.82154
503,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,6.28792,45.86686
504,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,6.28787,45.86688
505,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,2.03247,45.91055
506,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,3.58054,45.9132
507,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,6.42229,45.953
508,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,1.25579,45.99131
509,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,1.38495,45.99323
510,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,1.51412,45.99499
511,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,1.6433,45.99662
512,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,3.58149,46.00325
513,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,2.67695,46.00428
514,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,2.67642,46.09433
515,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,2.5455,46.27398
516,Thuja,Thuja,-59.2,Thuja plicata Donn ex D.Don,Pinales,Cupressaceae,Thuja,SPECIES,5.32555,46.36321
517,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,2.6732,46.6346
518,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,-1.0034,46.83556
519,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,-4.06671,48.1338
520,Thuja,Thuja,-59.2,Thuja plicata Lamb,Pinales,Cupressaceae,Thuja,SPECIES,-4.22513,48.30488
521,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,11.55,50.07
522,Thuja,Thuja,-59.2,Thuja L,Pinales,Cupressaceae,Thuja,GENUS,5.914082,51.231766
523,Thuja,Thuja,-59.2,Thuja plicata Donn ex D.Don,Pinales,Cupressaceae,Thuja,SPECIES,5.270594,51.46246
524,Thuja,Thuja,-59.2,Thuja plicata Donn ex D.Don,Pinales,Cupressaceae,Thuja,SPECIES,5.258249,52.146357
525,Thuja,Thuja,-59.2,Thuja plicata Donn ex D.Don,Pinales,Cupressaceae,Thuja,SPECIES,1.327543,52.685929
526,Thuja,Thuja,-59.2,Thuja L,Pinales,Cupressaceae,Thuja,GENUS,1.179842,52.689987
527,Thuja,Thuja,-59.2,Thuja L,Pinales,Cupressaceae,Thuja,GENUS,1.186386,52.779744
528,Thuja,Thuja,-59.2,Thuja plicata Donn ex D.Don,Pinales,Cupressaceae,Thuja,SPECIES,-1.175062,53.359025
529,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,23.664777,60.0683
530,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,24.469307,60.122073
531,Thuja,Thuja,-59.2,Thuja L,Pinales,Cupressaceae,Thuja,GENUS,19.936317,60.131223
532,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,24.665094,60.15261
533,Thuja,Thuja,-59.2,Thuja plicata Donn ex D.Don,Pinales,Cupressaceae,Thuja,SPECIES,20.012838,60.231478
534,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,27.698909,60.56627
535,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,21.51534,60.66216
536,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,26.419633,60.728384
537,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,25.63873,60.992003
538,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,25.657203,60.992188
539,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,25.767344,61.011192
540,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,24.41998,61.015402
541,Thuja,Thuja,-59.2,Thuja plicata Donn ex D.Don,Pinales,Cupressaceae,Thuja,SPECIES,24.432955,61.046264
542,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,25.762479,62.244707
543,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,21.226698,62.385027
544,Thuja,Thuja,-59.2,Thuja occidentalis L,Pinales,Cupressaceae,Thuja,SPECIES,23.033875,63.824419
545,Thuja,Thuja,-59.2,Thuja L,Pinales,Cupressaceae,Thuja,GENUS,23.031532,63.824513
546,Rhododendron,Rhododendron newburyanum,-56.0,Rhododendron ponticum L,Ericales,Ericaceae,Rhododendron,SPECIES,171.9117,-42.072
547,Rhododendron,Rhododendron newburyanum,-56.0,Rhododendron ponticum L,Ericales,Ericaceae,Rhododendron,SPECIES,145.870747,-41.11394
548,Rhododendron,Rhododendron newburyanum,-56.0,Rhododendron L,Ericales,Ericaceae,Rhododendron,GENUS,144.9667,-37.8167
549,Rhododendron,Rhododendron newburyanum,-56.0,Rhododendron L,Ericales,Ericaceae,Rhododendron,GENUS,144.5333,-37.4167
550,Rhododendron,Rhododendron newburyanum,-56.0,Rhododendron ponticum L,Ericales,Ericaceae,Rhododendron,SPECIES,138.24342,-35.59159
551,Rhododendron,Rhododendron newburyanum,-56.0,Rhododendron ponticum L,Ericales,Ericaceae,Rhododendron,SPECIES,138.7068,-34.98156
552,Rhododendron,Rhododendron newburyanum,-56.0,Rhododendron indicum (L.) Sweet,Ericales,Ericaceae,Rhododendron,SPECIES,151.169053,-33.773781
553,Rhododendron,Rhododendron newburyanum,-56.0,Rhododendron indicum (L.) Sweet,Ericales,Ericaceae,Rhododendron,SPECIES,151.112167,-33.750096
554,Rhododendron,Rhododendron newburyanum,-56.0,Rhododendron ponticum L,Ericales,Ericaceae,Rhododendron,SPECIES,150.328457,-33.712214
555,Rhododendron,Rhododendron newburyanum,-56.0,Rhododendron ponticum L,Ericales,Ericaceae,Rhododendron,SPECIES,150.375901,-33.705907
556,Rhododendron,Rhododendron newburyanum,-56.0,Rhododendron ponticum L,Ericales,Ericaceae,Rhododendron,SPECIES,150.686258,-33.552011
557,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus africana var. africana,Vitales,Vitaceae,Ampelocissus,VARIETY,23.858703,-18.389683
558,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus obtusata (Welw. ex Baker) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,23.938415,-17.64697
559,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus gardineri (Bailey) Jackes,Vitales,Vitaceae,Ampelocissus,SPECIES,144.517206,-17.165354
560,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus gardineri (Bailey) Jackes,Vitales,Vitaceae,Ampelocissus,SPECIES,144.395797,-17.092547
561,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acetosa (F.Muell.) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,145.754574,-16.859052
562,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acetosa (F.Muell.) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,145.728357,-16.812484
563,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acetosa (F.Muell.) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,145.694326,-16.780135
564,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acetosa (F.Muell.) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,145.674683,-16.762853
565,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acetosa (F.Muell.) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,145.674658,-16.76273
566,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acetosa (F.Muell.) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,136.906935,-12.339609
567,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acetosa (F.Muell.) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,136.843311,-12.214237
568,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acetosa (F.Muell.) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,142.220174,-10.581851
569,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acetosa (F.Muell.) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,147.175,-9.508333
570,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acetosa (F.Muell.) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,147.091667,-9.425
571,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acetosa (F.Muell.) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,147.0,-9.25
572,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acetosa (F.Muell.) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,143.166667,-9.083333
573,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acetosa (F.Muell.) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,142.083333,-9.0
574,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus leonensis (Hook.fil.) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,2.2,6.416
575,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus Planch,Vitales,Vitaceae,Ampelocissus,GENUS,-82.61,9.6
576,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus javalensis (Seem.) W.D.Stevens & A.Pool,Vitales,Vitaceae,Ampelocissus,SPECIES,-83.41,10.01
577,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus latifolia (Roxb.) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,75.831356,11.195992
578,Dioon,Dioon praespinulosum,-56.0,Dioon spinulosum Dyer ex Eichler,Cycadales,Zamiaceae,Dioon,SPECIES,-89.24732,13.67031
579,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acapulcensis (Kunth) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,-96.133478,15.768538
580,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acapulcensis (Kunth) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,-97.076736,15.87198
581,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acapulcensis (Kunth) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,-93.750263,16.11091
582,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acapulcensis (Kunth) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,-93.599597,16.635261
583,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acapulcensis (Kunth) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,-93.538456,16.63833
584,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus latifolia (Roxb.) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,73.349818,16.639751
585,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acapulcensis (Kunth) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,-93.148209,16.777924
586,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acapulcensis (Kunth) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,-93.079252,16.793617
587,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acapulcensis (Kunth) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,-99.859462,16.809349
588,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acapulcensis (Kunth) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,-99.861001,16.81204
589,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acapulcensis (Kunth) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,-93.107031,16.827871
590,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acapulcensis (Kunth) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,-99.451075,17.353833
591,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acapulcensis (Kunth) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,-101.137676,17.691291
592,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acapulcensis (Kunth) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,-99.942834,18.129864
593,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus latifolia (Roxb.) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,73.712938,18.376721
594,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus latifolia (Roxb.) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,73.712678,18.376951
595,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acapulcensis (Kunth) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,-99.510984,18.6706
596,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus latifolia (Roxb.) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,73.335221,18.779521
597,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acapulcensis (Kunth) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,-99.093512,18.82812
598,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acapulcensis (Kunth) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,-101.891249,19.162862
599,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acapulcensis (Kunth) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,-103.668716,19.179146
600,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus latifolia (Roxb.) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,72.902268,19.208433
601,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus latifolia (Roxb.) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,72.896873,19.210028
602,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus latifolia (Roxb.) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,72.906531,19.298784
603,Vitaceae,Ampelocissus parvisemina,-56.0,Ampelocissus acapulcensis (Kunth) Planch,Vitales,Vitaceae,Ampelocissus,SPECIES,-105.102383,21.781064
604,Torricelliaceae,Toricellia bonesii,-56.0,Toricellia angulata Oliv,Cornales,Cornaceae,Toricellia,SPECIES,103.880556,22.383611
605,Torricelliaceae,Toricellia bonesii,-56.0,Toricellia A.P.de Candolle,Apiales,Torricelliaceae,Torricellia,GENUS,100.860736,22.697654
606,Torricelliaceae,Toricellia bonesii,-56.0,Toricellia,Cornales,Cornaceae,Toricellia,GENUS,103.22,22.844
607,Torricelliaceae,Toricellia bonesii,-56.0,Toricellia A.P.de Candolle,Apiales,Torricelliaceae,Torricellia,GENUS,103.687613,22.983563
608,Torricelliaceae,Toricellia bonesii,-56.0,Toricellia A.P.de Candolle,Apiales,Torricelliaceae,Torricellia,GENUS,98.82524,23.763342
609,Torricelliaceae,Toricellia bonesii,-56.0,Torricellia angulata var. intermedia (Harms ex Diels) Hu,Cornales,Cornaceae,Torricellia,VARIETY,106.63,24.39
610,Torricelliaceae,Toricellia bonesii,-56.0,Toricellia A.P.de Candolle,Apiales,Torricelliaceae,Torricellia,GENUS,100.709787,24.615701
